,Brewery,City,State,Beer,ABV,IBU,Style,Ounces
1615,Sixpoint Craft Ales,Brooklyn, NY,Autumnation (2013),0.067,74,American IPA,16
1616,Sixpoint Craft Ales,Brooklyn, NY,Harbinger,0.049,35,Saison / Farmhouse Ale,16
1617,Sixpoint Craft Ales,Brooklyn, NY,Diesel,0.063,69,American Stout,16
1618,Sixpoint Craft Ales,Brooklyn, NY,3Beans,0.099,85,Baltic Porter,12
1619,Evil Twin Brewing,Brooklyn, NY,Nomader Weiss,0.04,NA,Berliner Weissbier,12
1620,Evil Twin Brewing,Brooklyn, NY,Hipster Ale (Two Roads Brewing),0.055,NA,American Pale Ale (APA),12
1621,Evil Twin Brewing,Brooklyn, NY,Hipster Ale (Westbrook Brewing),0.055,NA,American Pale Ale (APA),12
1622,Evil Twin Brewing,Brooklyn, NY,Molotov Lite,0.085,NA,American Double / Imperial IPA,16
1623,Evil Twin Brewing,Brooklyn, NY,Bikini Beer,0.027,NA,American IPA,12
1624,Chatham Brewing,Chatham, NY,8 Barrel,0.08,69,American Strong Ale,16
1625,Chatham Brewing,Chatham, NY,Oktoberfest,0.055,40,Märzen / Oktoberfest,16
1626,Newburgh Brewing Company,Newburgh, NY,Cream Ale,0.042,35,Cream Ale,12
1627,Southampton Publick House,Southampton, NY,Montauk Light,0.035,NA,Light Lager,12
1628,Montauk Brewing Company,Montauk, NY,Montauk Summer Ale,0.056,28,American Blonde Ale,12
1629,Montauk Brewing Company,Montauk, NY,Driftwood Ale,0.06,49,Extra Special / Strong Bitter (ESB),12
1630,Matt Brewing Company,Utica, NY,DAX Light (1998),0.045,NA,Light Lager,12
1631,Matt Brewing Company,Utica, NY,Pomegranate Wheat (2008),0.047,NA,Fruit / Vegetable Beer,12
1632,Matt Brewing Company,Utica, NY,Our Legacy IPA,0.065,60,American IPA,16
1633,Matt Brewing Company,Utica, NY,Saranac Golden Pilsener (2003),0.051,NA,German Pilsener,12
1634,Matt Brewing Company,Utica, NY,Our Legacy IPA,0.065,60,American IPA,12
1635,Matt Brewing Company,Utica, NY,Saranac Traditional Lager (2000),0.048,NA,American Pale Lager,12
1636,Matt Brewing Company,Utica, NY,Saranac Adirondack Light (2002),0.045,NA,Light Lager,12
1637,Matt Brewing Company,Utica, NY,Blueberry Blonde Ale,0.05,12,American Blonde Ale,12
1638,Matt Brewing Company,Utica, NY,Saranac Shandy,0.042,NA,Shandy,12
1639,Matt Brewing Company,Utica, NY,Saranac Pale Ale (16 oz.),0.055,NA,English Pale Ale,16
1640,Matt Brewing Company,Utica, NY,Saranac Pale Ale (12 oz.),0.055,NA,English Pale Ale,12
1641,Matt Brewing Company,Utica, NY,Saranac White IPA,0.06,NA,American IPA,12
1642,Matt Brewing Company,Utica, NY,Saranac Summer Ale (2011),0.047,NA,American Pale Wheat Ale,12
1643,The Bronx Brewery,Bronx, NY,Bronx Pale Ale,0.063,50,American Pale Ale (APA),16
1644,The Bronx Brewery,Bronx, NY,Bronx Black Pale Ale,0.057,46,American Black Ale,16
1645,The Bronx Brewery,Bronx, NY,Bronx Summer Pale Ale,0.052,16,American Pale Ale (APA),16
1646,KelSo Beer Company,Brooklyn, NY,KelSo Nut Brown Lager,0.057,19,Euro Dark Lager,12
1647,KelSo Beer Company,Brooklyn, NY,KelSo India Pale Ale,0.06,64,American IPA,12
1648,KelSo Beer Company,Brooklyn, NY,KelSo Pilsner,0.055,23,Czech Pilsener,12
1649,Brooklyn Brewery,Brooklyn, NY,East India Pale Ale,0.068,47,English India Pale Ale (IPA),12
1650,Brooklyn Brewery,Brooklyn, NY,Brooklyn Summer Ale,0.045,NA,English Pale Mild Ale,12
1651,Brooklyn Brewery,Brooklyn, NY,East India Pale Ale,0.068,47,English India Pale Ale (IPA),16
1652,Brooklyn Brewery,Brooklyn, NY,Brooklyn Lager (16 oz.),0.052,NA,American Amber / Red Lager,16
1653,Brooklyn Brewery,Brooklyn, NY,Brooklyn Lager (12 oz.),0.052,NA,American Amber / Red Lager,12
1654,Brooklyn Brewery,Brooklyn, NY,Brooklyn Summer Ale (2011),0.045,NA,English Pale Mild Ale,12
1655,The Manhattan Brewing Company,New York, NY,Manhattan Gold Lager (1990),NA,NA,American Amber / Red Lager,12
1656,Blue Point Brewing Company,Patchogue, NY,Blue Point Summer Ale,0.044,16,American Blonde Ale,12
1657,Blue Point Brewing Company,Patchogue, NY,Toasted Lager,0.055,28,Vienna Lager,12
1658,Blue Point Brewing Company,Patchogue, NY,Blue Point White IPA,0.06,40,American White IPA,12
1659,Blue Point Brewing Company,Patchogue, NY,Toxic Sludge,0.07,NA,American Black Ale,16
1660,Bomb Beer Company,New York, NY,Bomb Lager (New Recipe),0.051,NA,Munich Helles Lager,12
1661,Bomb Beer Company,New York, NY,Bomb Lager (Old Recipe),0.045,27,Munich Helles Lager,12
1662,Dundee Brewing Company,Rochester, NY,Dundee Summer Wheat Beer,0.045,18,American Pale Wheat Ale,12
1663,Upstate Brewing Company,Elmira, NY,Upstate I.P.W.,0.065,70,American IPA,12
1664,Upstate Brewing Company,Elmira, NY,Common Sense Kentucky Common Ale,0.053,22,American Brown Ale,16
